DOEID,MONEYPY,HOUSEHOLDER_RACE,SCALEE,UATYP10,DIVISION,
116470,14,1,0,C,East North Central,
116471,16,1,0,U,West South Central,
116472,16,1,0,U,South Atlantic,
116473,13,1,0,U,West South Central,
116474,14,1,0,R,Mountain,
116475,6,1,0,R,East North Central,
116476,12,6,0,C,Pacific,
116477,16,1,0,U,East North Central,
116478,4,1,0,C,West North Central,
116479,9,2,0,U,East South Central,
116480,16,6,0,C,Pacific,
116481,9,1,0,U,Middle Atlantic,
116482,10,1,0,C,East North Central,
116483,15,1,0,U,West South Central,
116484,15,1,0,C,Middle Atlantic,
116485,15,1,0,R,South Atlantic,
116486,14,1,0,U,South Atlantic,
116487,2,2,0,U,Middle Atlantic,
116488,10,2,3,U,Pacific,
116489,11,1,0,U,Pacific,
116490,16,3,0,R,West South Central,
116491,15,1,0,U,Middle Atlantic,
116492,13,1,0,U,New England,
116493,15,1,0,U,East South Central,
116494,11,1,0,U,West North Central,
116495,15,1,0,U,East North Central,
116496,10,1,0,U,East North Central,
116497,13,2,1,U,East South Central,
116498,4,1,0,U,New England,
116499,13,1,0,U,New England,
116500,14,1,0,U,West North Central,
116501,16,1,0,U,South Atlantic,
116502,14,1,0,U,Pacific,
116503,10,1,0,U,Mountain,
116504,12,1,0,U,West North Central,
116505,5,1,2,U,New England,
116506,12,1,0,U,South Atlantic,
116507,15,1,0,U,Middle Atlantic,
116508,14,1,0,C,Pacific,
116509,13,1,0,U,West North Central,
116510,15,1,0,R,East South Central,
116511,16,1,0,R,Middle Atlantic,
116512,9,1,0,U,New England,
116513,9,1,0,R,New England,
116514,5,1,3,U,West South Central,
116515,16,2,0,U,Middle Atlantic,
116516,11,1,0,U,South Atlantic,
116517,14,1,0,R,East South Central,
116518,15,1,0,C,South Atlantic,
116519,13,1,0,U,East North Central,
116520,13,1,0,U,East South Central,
116521,16,1,0,U,South Atlantic,
116522,10,1,0,R,Middle Atlantic,
116523,7,1,0,C,Middle Atlantic,
116524,8,4,0,U,Pacific,
116525,9,1,3,U,West North Central,
116526,1,1,0,U,Pacific,
116527,12,1,0,C,Mountain,
116528,15,1,0,U,South Atlantic,
116529,5,1,0,U,East North Central,
116530,16,1,0,U,New England,
116531,7,1,0,U,East North Central,
116532,7,1,0,U,South Atlantic,
116533,8,1,0,U,New England,
116534,9,1,0,C,East North Central,
116535,14,1,0,R,New England,
116536,1,1,0,U,New England,
116537,3,2,0,U,South Atlantic,
116538,15,1,0,R,New England,
116539,9,1,0,U,New England,
116540,15,1,3,U,South Atlantic,
116541,6,1,0,R,East South Central,
116542,1,1,0,U,East South Central,
116543,13,1,0,R,East South Central,
116544,12,6,0,U,West South Central,
116545,15,1,0,U,Middle Atlantic,
116546,16,1,0,U,South Atlantic,
116547,15,1,0,U,East North Central,
116548,7,1,0,C,West North Central,
116549,12,1,0,U,West North Central,
116550,7,1,0,U,East North Central,
116551,12,2,0,U,East South Central,
116552,15,1,0,U,Mountain,
116553,14,1,0,U,East North Central,
116554,11,1,0,U,West North Central,
116555,7,1,0,R,West North Central,
116556,16,1,0,U,Pacific,
116557,4,1,0,R,South Atlantic,
116558,15,1,0,U,South Atlantic,
116559,1,1,3,U,West South Central,
116560,12,1,0,U,East North Central,
116561,13,1,0,U,West South Central,
116562,9,4,0,U,Pacific,
116563,16,1,0,R,Middle Atlantic,
116564,16,1,0,U,South Atlantic,
116565,4,1,0,U,Pacific,
116566,9,1,0,U,Mountain,
116567,7,1,0,R,West North Central,
116568,16,1,0,U,West South Central,
116569,9,1,0,U,New England,
116570,15,4,0,U,Pacific,
116571,1,1,0,C,Pacific,
116572,8,1,0,R,South Atlantic,
116573,5,1,0,R,West South Central,
116574,16,1,0,U,Middle Atlantic,
116575,13,1,0,R,East North Central,
116576,12,1,0,U,South Atlantic,
116577,16,4,0,U,East North Central,
116578,15,1,0,R,Mountain,
116579,14,1,0,U,New England,
116580,9,1,0,U,New England,
116581,6,1,0,U,South Atlantic,
116582,8,1,0,U,West South Central,
116583,14,1,0,C,Mountain,
116584,9,1,0,U,Mountain,
116585,14,1,0,U,New England,
116586,10,1,0,C,East North Central,
116587,11,1,0,R,New England,
116588,13,2,0,U,Mountain,
116589,5,2,0,U,New England,
116590,14,1,0,R,South Atlantic,
116591,15,1,0,U,Mountain,
116592,14,1,0,R,West North Central,
116593,9,1,0,U,South Atlantic,
116594,15,1,0,U,East North Central,
116595,16,1,0,U,South Atlantic,
116596,13,1,0,C,New England,
116597,13,2,0,U,South Atlantic,
116598,16,1,0,U,South Atlantic,
116599,14,1,3,C,Pacific,
116600,15,1,0,U,New England,
116601,15,1,0,U,West North Central,
116602,11,1,0,C,West South Central,
116603,16,1,0,R,West South Central,
116604,10,1,0,C,Middle Atlantic,
116605,15,1,0,U,West North Central,
116606,11,4,0,U,East North Central,
116607,10,1,2,R,New England,
116608,8,1,0,C,East North Central,
116609,3,2,0,U,Middle Atlantic,
116610,9,1,0,R,South Atlantic,
116611,11,1,0,U,Mountain,
116612,15,1,0,U,East South Central,
116613,16,1,0,U,New England,
116614,16,1,0,R,Middle Atlantic,
116615,7,1,0,U,Mountain,
116616,12,1,0,R,New England,
116617,7,1,0,U,Mountain,
116618,11,2,0,U,Mountain,
116619,11,1,0,U,East South Central,
116620,16,1,0,U,Mountain,
116621,15,1,0,R,Pacific,
116622,14,1,0,U,West North Central,
116623,12,1,0,U,South Atlantic,
116624,11,6,0,C,West South Central,
116625,1,1,0,U,Middle Atlantic,
116626,13,1,0,U,West North Central,
116627,10,1,0,U,East North Central,
116628,2,1,3,C,South Atlantic,
116629,14,1,0,U,Middle Atlantic,
116630,2,1,0,R,West North Central,
116631,16,1,0,R,West South Central,
116632,15,1,0,C,East South Central,
116633,13,1,0,U,East North Central,
116634,13,1,0,R,New England,
116635,10,4,0,U,Pacific,
116636,16,1,0,U,Middle Atlantic,
116637,15,1,0,R,Middle Atlantic,
116638,16,1,0,U,South Atlantic,
116639,12,1,0,U,South Atlantic,
116640,11,1,0,U,South Atlantic,
116641,15,4,0,U,Middle Atlantic,
116642,16,1,0,U,Middle Atlantic,
116643,12,1,0,U,East North Central,
116644,11,2,0,C,East South Central,
116645,8,1,0,C,East North Central,
116646,9,1,0,C,West North Central,
116647,9,1,0,C,West South Central,
116648,16,1,0,U,East North Central,
116649,13,1,0,U,South Atlantic,
116650,10,1,0,U,West South Central,
116651,12,1,0,U,Middle Atlantic,
116652,15,1,0,U,Middle Atlantic,
116653,9,1,0,U,South Atlantic,
116654,10,1,0,C,East South Central,
116655,14,1,0,U,South Atlantic,
116656,6,1,0,R,East North Central,
116657,15,1,0,U,East North Central,
116658,14,1,0,R,New England,
116659,16,1,0,U,South Atlantic,
116660,6,3,0,R,West South Central,
116661,16,2,0,U,New England,
116662,16,1,0,R,Mountain,
116663,15,4,0,U,Mountain,
116664,12,1,0,U,East North Central,
116665,11,1,0,U,South Atlantic,
116666,14,1,0,R,East South Central,
116667,8,1,0,U,Middle Atlantic,
116668,16,1,0,R,East South Central,
116669,13,4,0,U,Pacific,
116670,9,2,0,U,South Atlantic,
116671,16,1,0,R,South Atlantic,
116672,16,1,0,U,South Atlantic,
116673,14,1,2,U,South Atlantic,
116674,15,1,0,U,Mountain,
116675,15,1,0,U,South Atlantic,
116676,14,1,0,U,New England,
116677,6,1,0,R,Pacific,
116678,11,1,0,C,West North Central,
116679,11,1,0,U,East North Central,
116680,14,1,0,U,New England,
116681,8,1,0,U,Pacific,
116682,16,4,0,U,Middle Atlantic,
116683,14,1,0,U,East South Central,
116684,15,1,1,U,Pacific,
116685,16,1,0,U,East North Central,
116686,13,1,0,R,South Atlantic,
116687,13,1,1,R,South Atlantic,
116688,15,1,0,U,East South Central,
116689,10,1,0,U,New England,
116690,5,4,0,U,Middle Atlantic,
116691,9,1,0,U,East South Central,
116692,16,1,0,R,Pacific,
116693,9,1,0,U,Mountain,
116694,6,1,0,C,East North Central,
116695,14,4,0,U,Pacific,
116696,2,1,0,U,New England,
116697,13,1,0,R,South Atlantic,
116698,11,1,0,U,East North Central,
116699,14,1,0,U,Pacific,
116700,8,1,0,R,South Atlantic,
116701,14,1,0,U,Mountain,
116702,6,1,0,U,New England,
116703,6,1,0,U,South Atlantic,
116704,14,2,0,U,South Atlantic,
116705,16,1,0,U,Pacific,
116706,15,1,0,R,East North Central,
116707,1,1,0,U,Middle Atlantic,
116708,14,1,0,U,West South Central,
116709,15,1,3,U,South Atlantic,
116710,15,1,0,U,East South Central,
116711,13,1,0,U,New England,
116712,1,2,0,C,South Atlantic,
116713,5,1,0,C,East North Central,
116714,14,1,0,U,Middle Atlantic,
116715,14,1,0,U,Pacific,
116716,16,1,0,U,New England,
116717,7,1,0,U,West South Central,
116718,4,1,0,C,West North Central,
116719,4,2,0,C,South Atlantic,
116720,15,1,0,U,West North Central,
116721,7,1,0,U,Pacific,
116722,14,1,0,U,Mountain,
116723,11,1,0,R,West North Central,
116724,10,1,2,U,Middle Atlantic,
116725,15,1,0,U,South Atlantic,
116726,10,1,0,U,East North Central,
116727,13,1,0,U,Middle Atlantic,
116728,16,6,0,U,Mountain,
116729,15,4,0,U,Pacific,
116730,14,1,0,U,South Atlantic,
116731,14,2,0,C,West South Central,
116732,15,1,0,U,South Atlantic,
116733,1,1,0,U,West South Central,
116734,16,1,0,U,South Atlantic,
116735,9,1,2,U,East South Central,
116736,8,1,0,R,Mountain,
116737,12,1,0,R,East North Central,
116738,16,1,0,R,South Atlantic,
116739,13,2,0,U,West South Central,
116740,10,3,0,R,West South Central,
116741,4,1,0,R,East South Central,
116742,14,1,0,U,Middle Atlantic,
116743,16,1,0,R,New England,
116744,14,1,0,R,South Atlantic,
116745,15,1,0,U,Pacific,
116746,16,4,0,U,East North Central,
116747,13,1,0,U,New England,
116748,14,1,0,U,Mountain,
116749,16,1,0,U,Middle Atlantic,
116750,14,1,0,U,Middle Atlantic,
116751,16,1,0,U,Mountain,
116752,13,1,0,R,West South Central,
116753,16,1,0,U,Middle Atlantic,
116754,15,1,0,U,Mountain,
116755,12,1,0,U,Mountain,
116756,14,1,0,U,East North Central,
116757,10,1,0,U,Mountain,
116758,14,1,0,U,Pacific,
116759,13,1,0,R,South Atlantic,
116760,14,1,0,R,East North Central,
116761,7,1,0,U,New England,
116762,13,1,0,U,East North Central,
116763,9,1,2,R,West North Central,
116764,16,1,0,U,Middle Atlantic,
116765,14,1,0,U,Pacific,
116766,15,1,0,R,East South Central,
116767,5,1,0,U,East North Central,
116768,16,1,0,U,Middle Atlantic,
116769,14,2,0,U,South Atlantic,
116770,1,1,0,U,Middle Atlantic,
116771,14,1,0,U,New England,
116772,13,1,0,U,Mountain,
116773,13,2,0,U,South Atlantic,
116774,12,2,3,U,Middle Atlantic,
116775,13,1,0,U,South Atlantic,
116776,13,4,0,U,East North Central,
116777,14,6,0,R,New England,
116778,16,1,0,U,South Atlantic,
116779,13,1,0,R,New England,
116780,16,1,0,U,Pacific,
116781,15,1,0,U,Pacific,
116782,12,1,0,R,South Atlantic,
116783,16,1,0,U,West South Central,
116784,9,1,0,C,West North Central,
116785,11,1,0,U,West South Central,
116786,13,1,0,U,South Atlantic,
116787,12,1,0,C,Pacific,
116788,13,1,0,R,Pacific,
116789,12,1,0,U,South Atlantic,
116790,14,1,0,R,West North Central,
116791,15,1,0,U,Mountain,
116792,14,4,0,C,New England,
116793,10,1,0,R,Mountain,
116794,14,1,0,U,Pacific,
116795,15,1,0,U,New England,
116796,13,1,0,U,East South Central,
116797,15,1,0,U,West North Central,
116798,9,1,3,R,East South Central,
116799,13,1,0,C,West North Central,
116800,16,1,0,U,East North Central,
116801,16,1,0,R,New England,
116802,6,2,2,U,Middle Atlantic,
116803,14,1,0,R,West South Central,
116804,15,4,0,R,West North Central,
116805,16,1,0,R,East South Central,
116806,9,1,0,R,East South Central,
116807,15,1,0,U,Mountain,
116808,15,1,3,U,Pacific,
116809,16,1,0,U,New England,
116810,14,1,0,R,East North Central,
116811,2,1,0,U,West South Central,
116812,16,1,0,U,South Atlantic,
116813,16,1,0,U,Pacific,
116814,11,1,1,U,East North Central,
116815,14,1,0,U,West North Central,
116816,16,1,0,U,Middle Atlantic,
116817,14,1,3,U,Middle Atlantic,
116818,6,1,0,U,Middle Atlantic,
116819,14,4,0,U,East South Central,
116820,12,1,3,U,Mountain,
116821,15,1,0,U,East South Central,
116822,4,1,0,U,South Atlantic,
116823,14,1,0,R,New England,
116824,6,1,3,U,East North Central,
116825,4,1,0,U,West South Central,
116826,15,1,0,U,Pacific,
116827,15,1,0,R,Middle Atlantic,
116828,3,1,0,U,Middle Atlantic,
116829,14,1,0,U,South Atlantic,
116830,7,2,0,U,South Atlantic,
116831,15,1,0,U,West South Central,
116832,15,6,0,U,West South Central,
116833,12,1,0,U,East North Central,
116834,16,6,0,U,Pacific,
116835,4,1,0,U,Middle Atlantic,
116836,14,1,0,R,East North Central,
116837,13,4,0,U,Pacific,
116838,14,1,2,R,West North Central,
116839,15,1,0,U,South Atlantic,
116840,16,1,0,U,South Atlantic,
116841,14,3,0,U,Mountain,
116842,16,1,0,U,New England,
116843,12,6,2,U,Pacific,
116844,9,6,0,U,Mountain,
116845,12,1,0,R,Mountain,
116846,15,1,0,U,West South Central,
116847,1,2,1,U,Mountain,
116848,16,1,0,U,West North Central,
116849,7,2,2,U,West South Central,
116850,16,1,0,R,East North Central,
116851,13,1,0,U,New England,
116852,9,1,0,U,Mountain,
116853,15,1,3,C,West North Central,
116854,16,1,0,R,West North Central,
116855,11,1,0,U,Pacific,
116856,4,1,0,C,Middle Atlantic,
116857,15,1,0,U,Middle Atlantic,
116858,9,1,0,U,South Atlantic,
116859,11,1,0,U,Middle Atlantic,
116860,15,1,0,U,Mountain,
116861,15,1,3,R,West North Central,
116862,1,4,0,U,South Atlantic,
116863,15,1,2,R,West North Central,
116864,10,1,0,C,New England,
116865,6,1,0,R,Middle Atlantic,
116866,9,1,0,U,New England,
116867,6,1,0,R,Middle Atlantic,
116868,14,1,0,U,East North Central,
116869,9,1,0,U,East South Central,
116870,15,1,0,U,West South Central,
116871,13,2,3,C,West North Central,
116872,14,1,0,U,East North Central,
116873,16,1,0,U,Middle Atlantic,
116874,2,2,0,U,East North Central,
116875,14,1,0,U,Middle Atlantic,
116876,5,1,0,U,Middle Atlantic,
116877,14,1,0,U,South Atlantic,
116878,7,1,0,U,South Atlantic,
116879,13,1,0,U,West North Central,
116880,12,1,0,C,New England,
116881,15,1,0,R,West South Central,
116882,7,1,0,U,South Atlantic,
116883,14,1,0,C,East North Central,
116884,6,1,0,C,New England,
116885,15,4,0,U,East North Central,
116886,5,1,3,R,South Atlantic,
116887,15,1,0,U,South Atlantic,
116888,13,1,0,C,East South Central,
116889,10,1,0,U,Middle Atlantic,
116890,14,1,0,U,South Atlantic,
116891,9,1,0,U,New England,
116892,16,1,0,U,South Atlantic,
116893,10,1,0,U,West North Central,
116894,13,1,0,R,West North Central,
116895,13,1,0,R,New England,
116896,11,4,0,U,Pacific,
116897,15,1,0,U,South Atlantic,
116898,9,1,0,U,New England,
116899,11,1,0,U,South Atlantic,
116900,13,5,0,U,Pacific,
116901,11,1,0,C,East South Central,
116902,5,1,0,C,East South Central,
116903,14,1,0,U,East South Central,
116904,11,4,0,U,Pacific,
116905,15,1,0,U,Mountain,
116906,11,1,0,U,South Atlantic,
116907,1,2,0,U,West South Central,
116908,16,1,0,U,Middle Atlantic,
116909,15,1,0,R,Middle Atlantic,
116910,4,1,0,U,Mountain,
116911,16,1,0,U,New England,
116912,16,1,0,U,New England,
116913,11,1,0,U,Middle Atlantic,
116914,16,1,0,C,East South Central,
116915,7,1,0,U,West North Central,
116916,16,1,0,U,Pacific,
116917,10,1,0,U,East South Central,
116918,5,1,0,C,West North Central,
116919,13,1,0,C,East North Central,
116920,14,1,0,U,Pacific,
116921,3,2,3,U,West North Central,
116922,16,1,0,C,Pacific,
116923,16,1,0,U,West South Central,
116924,12,1,0,U,South Atlantic,
116925,16,1,0,U,New England,
116926,12,1,2,R,South Atlantic,
116927,13,1,0,R,Mountain,
116928,11,1,0,R,East North Central,
116929,10,1,0,U,Pacific,
116930,13,1,0,C,Middle Atlantic,
116931,1,1,0,R,West South Central,
116932,13,1,0,R,New England,
116933,9,1,0,R,East North Central,
116934,16,1,0,U,New England,
116935,14,1,0,U,Pacific,
116936,8,1,0,R,South Atlantic,
116937,8,1,0,U,Mountain,
116938,14,1,0,U,Pacific,
116939,10,1,3,U,South Atlantic,
116940,15,1,0,U,East North Central,
116941,14,2,0,U,South Atlantic,
116942,4,1,0,R,East South Central,
116943,6,1,0,U,West South Central,
116944,14,1,0,C,East North Central,
116945,3,1,3,R,West North Central,
116946,13,1,0,R,East South Central,
116947,13,1,0,U,East South Central,
116948,14,1,0,U,New England,
116949,12,1,0,U,West South Central,
116950,3,1,3,R,East North Central,
116951,6,6,0,C,West South Central,
116952,16,1,0,U,East North Central,
116953,1,1,0,R,West South Central,
116954,14,1,0,R,Mountain,
116955,13,1,0,C,East South Central,
116956,12,1,0,C,New England,
116957,5,1,0,U,South Atlantic,
116958,7,2,2,U,East North Central,
116959,14,1,0,U,South Atlantic,
116960,9,1,0,U,Mountain,
116961,16,1,0,U,Middle Atlantic,
116962,13,1,0,R,East North Central,
116963,13,1,0,U,Mountain,
116964,16,1,0,U,South Atlantic,
116965,10,1,0,U,East North Central,
116966,3,1,0,R,South Atlantic,
116967,12,4,0,U,New England,
116968,15,4,0,U,West South Central,
116969,15,1,0,U,Mountain,
116970,15,1,0,U,New England,
116971,8,1,0,U,West North Central,
116972,15,1,0,C,East North Central,
116973,15,1,0,R,New England,
116974,15,1,0,R,East North Central,
116975,1,1,0,C,East South Central,
116976,10,1,3,U,South Atlantic,
116977,15,1,0,U,West South Central,
116978,8,2,0,R,West South Central,
116979,15,1,0,U,New England,
116980,15,1,0,R,South Atlantic,
116981,6,1,0,R,East North Central,
116982,5,1,2,U,South Atlantic,
116983,12,1,0,U,West North Central,
116984,12,1,0,U,Mountain,
116985,11,2,0,U,East South Central,
116986,15,1,0,U,Pacific,
116987,11,1,0,U,South Atlantic,
116988,1,1,0,C,West South Central,
116989,16,4,0,U,Middle Atlantic,
116990,16,4,0,U,Pacific,
116991,16,1,0,R,South Atlantic,
116992,9,1,0,U,East South Central,
116993,11,1,0,R,South Atlantic,
116994,13,1,0,U,Pacific,
116995,8,1,0,U,Middle Atlantic,
116996,8,1,0,R,New England,
116997,16,1,0,U,Middle Atlantic,
116998,13,1,0,C,East South Central,
116999,16,1,0,U,South Atlantic,
117000,12,1,0,U,West North Central,
117001,15,1,0,R,West South Central,
117002,15,1,0,U,East North Central,
117003,15,1,0,U,Mountain,
117004,15,1,0,U,East South Central,
117005,15,1,0,U,East North Central,
117006,7,6,3,U,Mountain,
117007,16,1,0,U,Pacific,
117008,12,1,0,U,Mountain,
117009,12,1,0,U,South Atlantic,
117010,12,1,0,U,Pacific,
117011,13,1,0,U,Mountain,
117012,11,6,1,R,East South Central,
117013,14,1,0,U,East North Central,
117014,5,1,0,U,Middle Atlantic,
117015,2,2,0,U,Mountain,
117016,7,1,0,U,New England,
117017,11,1,0,C,Mountain,
117018,12,1,0,C,Mountain,
117019,16,1,0,U,Middle Atlantic,
117020,15,1,0,U,Middle Atlantic,
117021,15,1,0,U,South Atlantic,
117022,8,1,0,R,South Atlantic,
117023,16,1,0,R,East North Central,
117024,15,1,0,U,West South Central,
117025,11,1,0,R,South Atlantic,
117026,15,1,0,U,South Atlantic,
117027,16,1,0,R,West South Central,
117028,14,1,0,U,East South Central,
117029,16,1,0,U,West South Central,
117030,15,1,0,U,West South Central,
117031,7,1,0,R,East South Central,
117032,11,1,0,U,Pacific,
117033,12,1,0,C,New England,
117034,1,6,0,U,New England,
117035,4,1,2,U,South Atlantic,
117036,11,1,0,R,South Atlantic,
117037,10,1,0,U,East South Central,
117038,12,1,0,U,West South Central,
117039,9,1,0,U,South Atlantic,
117040,16,1,0,U,South Atlantic,
117041,1,1,2,U,West North Central,
117042,16,4,0,U,Mountain,
117043,11,2,0,U,South Atlantic,
117044,9,1,0,U,West South Central,
117045,4,1,0,U,East North Central,
117046,16,1,0,R,West North Central,
117047,14,1,0,R,East North Central,
117048,8,1,0,U,South Atlantic,
117049,13,1,0,R,West North Central,
117050,11,1,0,U,New England,
117051,11,1,0,U,New England,
117052,13,1,0,C,West North Central,
117053,13,1,0,C,Pacific,
117054,7,1,0,U,Mountain,
117055,11,1,0,U,New England,
117056,15,1,0,U,Pacific,
117057,16,1,0,C,Mountain,
117058,13,1,0,U,South Atlantic,
117059,14,1,0,C,South Atlantic,
117060,14,1,0,U,Mountain,
117061,14,1,0,C,Pacific,
117062,12,1,0,R,Mountain,
117063,15,1,0,U,East North Central,
117064,3,1,0,R,East South Central,
117065,15,1,0,U,Middle Atlantic,
117066,6,2,0,U,South Atlantic,
117067,1,1,0,U,New England,
117068,15,1,0,U,West North Central,
117069,14,1,0,R,Middle Atlantic,
117070,12,1,0,U,South Atlantic,
117071,16,4,0,U,Pacific,
117072,2,1,0,U,New England,
117073,11,1,0,U,Mountain,
117074,16,1,0,R,East North Central,
117075,13,1,0,R,West North Central,
117076,7,5,0,R,East North Central,
117077,14,1,0,U,Pacific,
117078,13,1,0,U,Middle Atlantic,
117079,16,1,0,U,Middle Atlantic,
117080,15,2,0,U,South Atlantic,
117081,15,1,0,U,South Atlantic,
117082,11,1,0,U,West South Central,
117083,13,1,0,U,Pacific,
117084,9,2,3,C,South Atlantic,
117085,14,1,0,U,East North Central,
117086,14,2,0,U,Middle Atlantic,
117087,10,1,0,U,Middle Atlantic,
117088,8,1,0,C,West South Central,
117089,12,1,0,C,West South Central,
117090,11,1,0,U,New England,
117091,14,1,0,U,West South Central,
117092,15,1,0,U,East North Central,
117093,9,1,0,U,South Atlantic,
117094,13,1,0,C,Mountain,
117095,15,1,0,U,East North Central,
117096,13,1,0,U,South Atlantic,
117097,5,1,0,U,Middle Atlantic,
117098,3,1,2,R,West North Central,
117099,1,1,0,U,Pacific,
117100,16,1,0,U,South Atlantic,
117101,12,1,0,U,South Atlantic,
117102,16,1,0,R,East South Central,
117103,11,1,0,R,Middle Atlantic,
117104,14,1,0,R,New England,
